Id;Station;Lon;Lat;Type Data;Année;M;J;DATA
7566;ES SENIA;-0.625;35.75;SWGDN;2000;9;17;5027.549
7567;ES SENIA;-0.625;35.75;SWGDN;2000;9;18;2998.5984
7568;ES SENIA;-0.625;35.75;SWGDN;2000;9;19;5639.713
7569;ES SENIA;-0.625;35.75;SWGDN;2000;9;20;5792.2715
7570;ES SENIA;-0.625;35.75;SWGDN;2000;9;21;6237.3916
7571;ES SENIA;-0.625;35.75;SWGDN;2000;9;22;5872.745
7572;ES SENIA;-0.625;35.75;SWGDN;2000;9;23;4814.3027
7573;ES SENIA;-0.625;35.75;SWGDN;2000;9;24;5489.6523
7574;ES SENIA;-0.625;35.75;SWGDN;2000;9;25;4455.4795
7575;ES SENIA;-0.625;35.75;SWGDN;2000;9;26;4378.09
7576;ES SENIA;-0.625;35.75;SWGDN;2000;9;27;2446.3945
7577;ES SENIA;-0.625;35.75;SWGDN;2000;9;28;5090.453
7578;ES SENIA;-0.625;35.75;SWGDN;2000;9;29;4862.8535
7579;ES SENIA;-0.625;35.75;SWGDN;2000;9;30;3202.7852
7580;ES SENIA;-0.625;35.75;SWGDN;2000;10;1;5454.0625
7581;ES SENIA;-0.625;35.75;SWGDN;2000;10;2;5691.7266
7582;ES SENIA;-0.625;35.75;SWGDN;2000;10;3;5732.875
7583;ES SENIA;-0.625;35.75;SWGDN;2000;10;4;5710.633
7584;ES SENIA;-0.625;35.75;SWGDN;2000;10;5;5507.758
7585;ES SENIA;-0.625;35.75;SWGDN;2000;10;6;5500.961
7586;ES SENIA;-0.625;35.75;SWGDN;2000;10;7;4261.051
7587;ES SENIA;-0.625;35.75;SWGDN;2000;10;8;5399.453
7588;ES SENIA;-0.625;35.75;SWGDN;2000;10;9;5008.9297
7589;ES SENIA;-0.625;35.75;SWGDN;2000;10;10;4352.121
7590;ES SENIA;-0.625;35.75;SWGDN;2000;10;11;5286.1133
7591;ES SENIA;-0.625;35.75;SWGDN;2000;10;12;3567.2266
7592;ES SENIA;-0.625;35.75;SWGDN;2000;10;13;4066.0625
7593;ES SENIA;-0.625;35.75;SWGDN;2000;10;14;4688.169
7594;ES SENIA;-0.625;35.75;SWGDN;2000;10;15;2922.5205
7595;ES SENIA;-0.625;35.75;SWGDN;2000;10;16;4493.705
7596;ES SENIA;-0.625;35.75;SWGDN;2000;10;17;4834.6055
7597;ES SENIA;-0.625;35.75;SWGDN;2000;10;18;4906.592
7598;ES SENIA;-0.625;35.75;SWGDN;2000;10;19;4351.8496
7599;ES SENIA;-0.625;35.75;SWGDN;2000;10;20;4941.3574
7600;ES SENIA;-0.625;35.75;SWGDN;2000;10;21;1627.79
7601;ES SENIA;-0.625;35.75;SWGDN;2000;10;22;2237.9014
7602;ES SENIA;-0.625;35.75;SWGDN;2000;10;23;1215.5366
7603;ES SENIA;-0.625;35.75;SWGDN;2000;10;24;3453.8662
7604;ES SENIA;-0.625;35.75;SWGDN;2000;10;25;3246.1587
7605;ES SENIA;-0.625;35.75;SWGDN;2000;10;26;3729.1216
7606;ES SENIA;-0.625;35.75;SWGDN;2000;10;27;4395.2373
7607;ES SENIA;-0.625;35.75;SWGDN;2000;10;28;4435.622
7608;ES SENIA;-0.625;35.75;SWGDN;2000;10;29;4290.134
7609;ES SENIA;-0.625;35.75;SWGDN;2000;10;30;4365.2812
7610;ES SENIA;-0.625;35.75;SWGDN;2000;10;31;1633.6035
7611;ES SENIA;-0.625;35.75;SWGDN;2000;11;1;4426.38
7612;ES SENIA;-0.625;35.75;SWGDN;2000;11;2;4330.4097
7613;ES SENIA;-0.625;35.75;SWGDN;2000;11;3;3029.319
7614;ES SENIA;-0.625;35.75;SWGDN;2000;11;4;3820.9382
7615;ES SENIA;-0.625;35.75;SWGDN;2000;11;5;3041.6567
7616;ES SENIA;-0.625;35.75;SWGDN;2000;11;6;4067.6228
7617;ES SENIA;-0.625;35.75;SWGDN;2000;11;7;3958.255
7618;ES SENIA;-0.625;35.75;SWGDN;2000;11;8;3418.0337
7619;ES SENIA;-0.625;35.75;SWGDN;2000;11;9;2435.2502
7620;ES SENIA;-0.625;35.75;SWGDN;2000;11;10;2965.675
7621;ES SENIA;-0.625;35.75;SWGDN;2000;11;11;3200.689
7622;ES SENIA;-0.625;35.75;SWGDN;2000;11;12;3560.1204
7623;ES SENIA;-0.625;35.75;SWGDN;2000;11;13;3119.374
7624;ES SENIA;-0.625;35.75;SWGDN;2000;11;14;2758.379
7625;ES SENIA;-0.625;35.75;SWGDN;2000;11;15;1147.9419
7626;ES SENIA;-0.625;35.75;SWGDN;2000;11;16;3573.776
7627;ES SENIA;-0.625;35.75;SWGDN;2000;11;17;1694.7814
7628;ES SENIA;-0.625;35.75;SWGDN;2000;11;18;3673.5032
7629;ES SENIA;-0.625;35.75;SWGDN;2000;11;19;3641.2405
7630;ES SENIA;-0.625;35.75;SWGDN;2000;11;20;3209.8264
7631;ES SENIA;-0.625;35.75;SWGDN;2000;11;21;2257.425
7632;ES SENIA;-0.625;35.75;SWGDN;2000;11;22;3276.827
7633;ES SENIA;-0.625;35.75;SWGDN;2000;11;23;2128.5576
7634;ES SENIA;-0.625;35.75;SWGDN;2000;11;24;2435.6296
7635;ES SENIA;-0.625;35.75;SWGDN;2000;11;25;3091.778
7636;ES SENIA;-0.625;35.75;SWGDN;2000;11;26;3285.7896
7637;ES SENIA;-0.625;35.75;SWGDN;2000;11;27;3420.8984
7638;ES SENIA;-0.625;35.75;SWGDN;2000;11;28;2813.504
7639;ES SENIA;-0.625;35.75;SWGDN;2000;11;29;2768.2305
7640;ES SENIA;-0.625;35.75;SWGDN;2000;11;30;3053.3125
7641;ES SENIA;-0.625;35.75;SWGDN;2000;12;1;3258.4531
7642;ES SENIA;-0.625;35.75;SWGDN;2000;12;2;2780.336
7643;ES SENIA;-0.625;35.75;SWGDN;2000;12;3;3208.9297
7644;ES SENIA;-0.625;35.75;SWGDN;2000;12;4;2573.6484
7645;ES SENIA;-0.625;35.75;SWGDN;2000;12;5;1446.2734
7646;ES SENIA;-0.625;35.75;SWGDN;2000;12;6;2009.2773
7647;ES SENIA;-0.625;35.75;SWGDN;2000;12;7;2176.9766
7648;ES SENIA;-0.625;35.75;SWGDN;2000;12;8;1624.8066
7649;ES SENIA;-0.625;35.75;SWGDN;2000;12;9;1804.1074
7650;ES SENIA;-0.625;35.75;SWGDN;2000;12;10;3230.4219
7651;ES SENIA;-0.625;35.75;SWGDN;2000;12;11;2708.7578
7652;ES SENIA;-0.625;35.75;SWGDN;2000;12;12;3173.7031
7653;ES SENIA;-0.625;35.75;SWGDN;2000;12;13;3179.5781
7654;ES SENIA;-0.625;35.75;SWGDN;2000;12;14;3226.3203
7655;ES SENIA;-0.625;35.75;SWGDN;2000;12;15;2733.7617
7656;ES SENIA;-0.625;35.75;SWGDN;2000;12;16;2109.418
7657;ES SENIA;-0.625;35.75;SWGDN;2000;12;17;2598.8164
7658;ES SENIA;-0.625;35.75;SWGDN;2000;12;18;3076.2578
7659;ES SENIA;-0.625;35.75;SWGDN;2000;12;19;3218.9375
7660;ES SENIA;-0.625;35.75;SWGDN;2000;12;20;2045.4941
7661;ES SENIA;-0.625;35.75;SWGDN;2000;12;21;1952.8105
7662;ES SENIA;-0.625;35.75;SWGDN;2000;12;22;2091.7617
7663;ES SENIA;-0.625;35.75;SWGDN;2000;12;23;2555.6562
7664;ES SENIA;-0.625;35.75;SWGDN;2000;12;24;2063.2754
7665;ES SENIA;-0.625;35.75;SWGDN;2000;12;25;2310.5312
7666;ES SENIA;-0.625;35.75;SWGDN;2000;12;26;976.3926
7667;ES SENIA;-0.625;35.75;SWGDN;2000;12;27;1493.6348
7668;ES SENIA;-0.625;35.75;SWGDN;2000;12;28;2631.7656
7669;ES SENIA;-0.625;35.75;SWGDN;2000;12;29;3003.7422
7670;ES SENIA;-0.625;35.75;SWGDN;2000;12;30;2796.082
7671;ES SENIA;-0.625;35.75;SWGDN;2000;12;31;3058.9414
7672;ES SENIA;-0.625;35.75;SWGDN;2001;1;1;3106.8047
7673;ES SENIA;-0.625;35.75;SWGDN;2001;1;2;2771.4023
7674;ES SENIA;-0.625;35.75;SWGDN;2001;1;3;2963.2188
7675;ES SENIA;-0.625;35.75;SWGDN;2001;1;4;2294.2422
7676;ES SENIA;-0.625;35.75;SWGDN;2001;1;5;2713.375
7677;ES SENIA;-0.625;35.75;SWGDN;2001;1;6;3014.961
7678;ES SENIA;-0.625;35.75;SWGDN;2001;1;7;2841
7679;ES SENIA;-0.625;35.75;SWGDN;2001;1;8;3341.8984
7680;ES SENIA;-0.625;35.75;SWGDN;2001;1;9;3188.4062
7681;ES SENIA;-0.625;35.75;SWGDN;2001;1;10;3082.9922
7682;ES SENIA;-0.625;35.75;SWGDN;2001;1;11;3064.9297
7683;ES SENIA;-0.625;35.75;SWGDN;2001;1;12;1155.0273
7684;ES SENIA;-0.625;35.75;SWGDN;2001;1;13;2295.8164
7685;ES SENIA;-0.625;35.75;SWGDN;2001;1;14;1987.875
7686;ES SENIA;-0.625;35.75;SWGDN;2001;1;15;2630.555
7687;ES SENIA;-0.625;35.75;SWGDN;2001;1;16;1291.4069
7688;ES SENIA;-0.625;35.75;SWGDN;2001;1;17;3160.0964
7689;ES SENIA;-0.625;35.75;SWGDN;2001;1;18;2294.7556
7690;ES SENIA;-0.625;35.75;SWGDN;2001;1;19;3317.5535
7691;ES SENIA;-0.625;35.75;SWGDN;2001;1;20;3408.7253
7692;ES SENIA;-0.625;35.75;SWGDN;2001;1;21;3790.183
7693;ES SENIA;-0.625;35.75;SWGDN;2001;1;22;3633.969
7694;ES SENIA;-0.625;35.75;SWGDN;2001;1;23;3394.0254
7695;ES SENIA;-0.625;35.75;SWGDN;2001;1;24;3643.3315
7696;ES SENIA;-0.625;35.75;SWGDN;2001;1;25;1855.0623
7697;ES SENIA;-0.625;35.75;SWGDN;2001;1;26;3142.4458
7698;ES SENIA;-0.625;35.75;SWGDN;2001;1;27;2143.5137
7699;ES SENIA;-0.625;35.75;SWGDN;2001;1;28;3312.493
7700;ES SENIA;-0.625;35.75;SWGDN;2001;1;29;3460.3901
7701;ES SENIA;-0.625;35.75;SWGDN;2001;1;30;4095.107
7702;ES SENIA;-0.625;35.75;SWGDN;2001;1;31;3641.1628
7703;ES SENIA;-0.625;35.75;SWGDN;2001;2;1;4058.7307
7704;ES SENIA;-0.625;35.75;SWGDN;2001;2;2;4086.4067
7705;ES SENIA;-0.625;35.75;SWGDN;2001;2;3;3572.3965
7706;ES SENIA;-0.625;35.75;SWGDN;2001;2;4;3900.4736
7707;ES SENIA;-0.625;35.75;SWGDN;2001;2;5;3528.2324
7708;ES SENIA;-0.625;35.75;SWGDN;2001;2;6;4295.545
7709;ES SENIA;-0.625;35.75;SWGDN;2001;2;7;3650.3345
7710;ES SENIA;-0.625;35.75;SWGDN;2001;2;8;3909.127
7711;ES SENIA;-0.625;35.75;SWGDN;2001;2;9;4402.2705
7712;ES SENIA;-0.625;35.75;SWGDN;2001;2;10;4392.135
7713;ES SENIA;-0.625;35.75;SWGDN;2001;2;11;4517.992
7714;ES SENIA;-0.625;35.75;SWGDN;2001;2;12;4668.2705
7715;ES SENIA;-0.625;35.75;SWGDN;2001;2;13;4693.8506
7716;ES SENIA;-0.625;35.75;SWGDN;2001;2;14;3954.5864
7717;ES SENIA;-0.625;35.75;SWGDN;2001;2;15;2179.442
7718;ES SENIA;-0.625;35.75;SWGDN;2001;2;16;2872.9136
7719;ES SENIA;-0.625;35.75;SWGDN;2001;2;17;3877.332
7720;ES SENIA;-0.625;35.75;SWGDN;2001;2;18;3833.1548
7721;ES SENIA;-0.625;35.75;SWGDN;2001;2;19;4801.088
7722;ES SENIA;-0.625;35.75;SWGDN;2001;2;20;4849.5215
7723;ES SENIA;-0.625;35.75;SWGDN;2001;2;21;4980.834
7724;ES SENIA;-0.625;35.75;SWGDN;2001;2;22;5135.295
7725;ES SENIA;-0.625;35.75;SWGDN;2001;2;23;4496.49
7726;ES SENIA;-0.625;35.75;SWGDN;2001;2;24;4523.082
7727;ES SENIA;-0.625;35.75;SWGDN;2001;2;25;3773.205
7728;ES SENIA;-0.625;35.75;SWGDN;2001;2;26;4274.7246
7729;ES SENIA;-0.625;35.75;SWGDN;2001;2;27;4624.211
7730;ES SENIA;-0.625;35.75;SWGDN;2001;2;28;4893.3496
7731;ES SENIA;-0.625;35.75;SWGDN;2001;3;1;2871.7305
7732;ES SENIA;-0.625;35.75;SWGDN;2001;3;2;3839.0508
7733;ES SENIA;-0.625;35.75;SWGDN;2001;3;3;4383.574
7734;ES SENIA;-0.625;35.75;SWGDN;2001;3;4;5226.4688
7735;ES SENIA;-0.625;35.75;SWGDN;2001;3;5;5385.1484
7736;ES SENIA;-0.625;35.75;SWGDN;2001;3;6;4888.4375
7737;ES SENIA;-0.625;35.75;SWGDN;2001;3;7;3643.6094
7738;ES SENIA;-0.625;35.75;SWGDN;2001;3;8;4136.2695
7739;ES SENIA;-0.625;35.75;SWGDN;2001;3;9;4222.0195
7740;ES SENIA;-0.625;35.75;SWGDN;2001;3;10;4938.0586
7741;ES SENIA;-0.625;35.75;SWGDN;2001;3;11;5718.164
7742;ES SENIA;-0.625;35.75;SWGDN;2001;3;12;5464.992
7743;ES SENIA;-0.625;35.75;SWGDN;2001;3;13;5826.2656
7744;ES SENIA;-0.625;35.75;SWGDN;2001;3;14;5878.2266
7745;ES SENIA;-0.625;35.75;SWGDN;2001;3;15;4828.461
7746;ES SENIA;-0.625;35.75;SWGDN;2001;3;16;4604.4453
7747;ES SENIA;-0.625;35.75;SWGDN;2001;3;17;3243.7227
7748;ES SENIA;-0.625;35.75;SWGDN;2001;3;18;5884.888
7749;ES SENIA;-0.625;35.75;SWGDN;2001;3;19;6260.1255
7750;ES SENIA;-0.625;35.75;SWGDN;2001;3;20;5788.0195
7751;ES SENIA;-0.625;35.75;SWGDN;2001;3;21;6187.1533
7752;ES SENIA;-0.625;35.75;SWGDN;2001;3;22;6515.1235
7753;ES SENIA;-0.625;35.75;SWGDN;2001;3;23;6530.0464
7754;ES SENIA;-0.625;35.75;SWGDN;2001;3;24;6166.268
7755;ES SENIA;-0.625;35.75;SWGDN;2001;3;25;4800.346
7756;ES SENIA;-0.625;35.75;SWGDN;2001;3;26;6170.8667
7757;ES SENIA;-0.625;35.75;SWGDN;2001;3;27;6707.294
7758;ES SENIA;-0.625;35.75;SWGDN;2001;3;28;5803.983
7759;ES SENIA;-0.625;35.75;SWGDN;2001;3;29;6407.356
7760;ES SENIA;-0.625;35.75;SWGDN;2001;3;30;6692.754
7761;ES SENIA;-0.625;35.75;SWGDN;2001;3;31;6796.935
7762;ES SENIA;-0.625;35.75;SWGDN;2001;4;1;7074.3237
7763;ES SENIA;-0.625;35.75;SWGDN;2001;4;2;6781.887
7764;ES SENIA;-0.625;35.75;SWGDN;2001;4;3;6697.1455
7765;ES SENIA;-0.625;35.75;SWGDN;2001;4;4;6739.593
7766;ES SENIA;-0.625;35.75;SWGDN;2001;4;5;6787.9697
7767;ES SENIA;-0.625;35.75;SWGDN;2001;4;6;7086.7573
7768;ES SENIA;-0.625;35.75;SWGDN;2001;4;7;7133.671
7769;ES SENIA;-0.625;35.75;SWGDN;2001;4;8;7318.4253
7770;ES SENIA;-0.625;35.75;SWGDN;2001;4;9;7387.829
7771;ES SENIA;-0.625;35.75;SWGDN;2001;4;10;7460.948
7772;ES SENIA;-0.625;35.75;SWGDN;2001;4;11;7367.871
7773;ES SENIA;-0.625;35.75;SWGDN;2001;4;12;7504.26
7774;ES SENIA;-0.625;35.75;SWGDN;2001;4;13;7684.0586
7775;ES SENIA;-0.625;35.75;SWGDN;2001;4;14;7338.383
7776;ES SENIA;-0.625;35.75;SWGDN;2001;4;15;7638.0605
7777;ES SENIA;-0.625;35.75;SWGDN;2001;4;16;7423.582
7778;ES SENIA;-0.625;35.75;SWGDN;2001;4;17;7076.0996
7779;ES SENIA;-0.625;35.75;SWGDN;2001;4;18;7111.8516
7780;ES SENIA;-0.625;35.75;SWGDN;2001;4;19;4361.426
7781;ES SENIA;-0.625;35.75;SWGDN;2001;4;20;4823.5566
7782;ES SENIA;-0.625;35.75;SWGDN;2001;4;21;6167.961
7783;ES SENIA;-0.625;35.75;SWGDN;2001;4;22;7696.84
7784;ES SENIA;-0.625;35.75;SWGDN;2001;4;23;7700.1094
7785;ES SENIA;-0.625;35.75;SWGDN;2001;4;24;7641.375
7786;ES SENIA;-0.625;35.75;SWGDN;2001;4;25;3569.0918
7787;ES SENIA;-0.625;35.75;SWGDN;2001;4;26;2698.2988
7788;ES SENIA;-0.625;35.75;SWGDN;2001;4;27;6262.131
7789;ES SENIA;-0.625;35.75;SWGDN;2001;4;28;7745.34
7790;ES SENIA;-0.625;35.75;SWGDN;2001;4;29;7750.586
7791;ES SENIA;-0.625;35.75;SWGDN;2001;4;30;7503.047
7792;ES SENIA;-0.625;35.75;SWGDN;2001;5;1;7605.244
7793;ES SENIA;-0.625;35.75;SWGDN;2001;5;2;7371.3125
7794;ES SENIA;-0.625;35.75;SWGDN;2001;5;3;5270.2617
7795;ES SENIA;-0.625;35.75;SWGDN;2001;5;4;4204.662
7796;ES SENIA;-0.625;35.75;SWGDN;2001;5;5;7974.5938
7797;ES SENIA;-0.625;35.75;SWGDN;2001;5;6;8049.6484
7798;ES SENIA;-0.625;35.75;SWGDN;2001;5;7;7939.492
7799;ES SENIA;-0.625;35.75;SWGDN;2001;5;8;8003.414
7800;ES SENIA;-0.625;35.75;SWGDN;2001;5;9;6584.4375
7801;ES SENIA;-0.625;35.75;SWGDN;2001;5;10;7771.0938
7802;ES SENIA;-0.625;35.75;SWGDN;2001;5;11;8203.703
7803;ES SENIA;-0.625;35.75;SWGDN;2001;5;12;8299.195
7804;ES SENIA;-0.625;35.75;SWGDN;2001;5;13;7820.8984
7805;ES SENIA;-0.625;35.75;SWGDN;2001;5;14;8001.4463
7806;ES SENIA;-0.625;35.75;SWGDN;2001;5;15;6837.469
7807;ES SENIA;-0.625;35.75;SWGDN;2001;5;16;5863.1396
7808;ES SENIA;-0.625;35.75;SWGDN;2001;5;17;6275.186
7809;ES SENIA;-0.625;35.75;SWGDN;2001;5;18;7218.201
7810;ES SENIA;-0.625;35.75;SWGDN;2001;5;19;6652.3887
7811;ES SENIA;-0.625;35.75;SWGDN;2001;5;20;6874.2534
7812;ES SENIA;-0.625;35.75;SWGDN;2001;5;21;8346.071
7813;ES SENIA;-0.625;35.75;SWGDN;2001;5;22;7122.954
7814;ES SENIA;-0.625;35.75;SWGDN;2001;5;23;7980.1646
7815;ES SENIA;-0.625;35.75;SWGDN;2001;5;24;8352.809
7816;ES SENIA;-0.625;35.75;SWGDN;2001;5;25;8332.524
7817;ES SENIA;-0.625;35.75;SWGDN;2001;5;26;8521.359
7818;ES SENIA;-0.625;35.75;SWGDN;2001;5;27;8536.912
7819;ES SENIA;-0.625;35.75;SWGDN;2001;5;28;8657.419
7820;ES SENIA;-0.625;35.75;SWGDN;2001;5;29;8400.0205
7821;ES SENIA;-0.625;35.75;SWGDN;2001;5;30;8252.244
7822;ES SENIA;-0.625;35.75;SWGDN;2001;5;31;8252.266
7823;ES SENIA;-0.625;35.75;SWGDN;2001;6;1;8513.538
7824;ES SENIA;-0.625;35.75;SWGDN;2001;6;2;8539.396
7825;ES SENIA;-0.625;35.75;SWGDN;2001;6;3;8516.844
7826;ES SENIA;-0.625;35.75;SWGDN;2001;6;4;8590.295
7827;ES SENIA;-0.625;35.75;SWGDN;2001;6;5;8418.865
7828;ES SENIA;-0.625;35.75;SWGDN;2001;6;6;7858.8545
7829;ES SENIA;-0.625;35.75;SWGDN;2001;6;7;8325.585
7830;ES SENIA;-0.625;35.75;SWGDN;2001;6;8;7390.7314
7831;ES SENIA;-0.625;35.75;SWGDN;2001;6;9;7930.97
7832;ES SENIA;-0.625;35.75;SWGDN;2001;6;10;7874.753
7833;ES SENIA;-0.625;35.75;SWGDN;2001;6;11;6336.2104
7834;ES SENIA;-0.625;35.75;SWGDN;2001;6;12;7520.2725
7835;ES SENIA;-0.625;35.75;SWGDN;2001;6;13;8661.412
7836;ES SENIA;-0.625;35.75;SWGDN;2001;6;14;8774.053
7837;ES SENIA;-0.625;35.75;SWGDN;2001;6;15;7913.5225
7838;ES SENIA;-0.625;35.75;SWGDN;2001;6;16;8015.1055
7839;ES SENIA;-0.625;35.75;SWGDN;2001;6;17;8124.6465
7840;ES SENIA;-0.625;35.75;SWGDN;2001;6;18;8429.112
7841;ES SENIA;-0.625;35.75;SWGDN;2001;6;19;8255.188
7842;ES SENIA;-0.625;35.75;SWGDN;2001;6;20;7614.2715
7843;ES SENIA;-0.625;35.75;SWGDN;2001;6;21;8379.093
7844;ES SENIA;-0.625;35.75;SWGDN;2001;6;22;8511.202
7845;ES SENIA;-0.625;35.75;SWGDN;2001;6;23;8391.479
7846;ES SENIA;-0.625;35.75;SWGDN;2001;6;24;6615.8154
7847;ES SENIA;-0.625;35.75;SWGDN;2001;6;25;7521.1377
7848;ES SENIA;-0.625;35.75;SWGDN;2001;6;26;7850.0195
7849;ES SENIA;-0.625;35.75;SWGDN;2001;6;27;8294.932
7850;ES SENIA;-0.625;35.75;SWGDN;2001;6;28;8592.8545
7851;ES SENIA;-0.625;35.75;SWGDN;2001;6;29;8615.406
7852;ES SENIA;-0.625;35.75;SWGDN;2001;6;30;8492.055
7853;ES SENIA;-0.625;35.75;SWGDN;2001;7;1;8017.1543
7854;ES SENIA;-0.625;35.75;SWGDN;2001;7;2;8073.553
7855;ES SENIA;-0.625;35.75;SWGDN;2001;7;3;8637.197
7856;ES SENIA;-0.625;35.75;SWGDN;2001;7;4;8483.852
7857;ES SENIA;-0.625;35.75;SWGDN;2001;7;5;8056.1846
7858;ES SENIA;-0.625;35.75;SWGDN;2001;7;6;8422.87
7859;ES SENIA;-0.625;35.75;SWGDN;2001;7;7;7977.16
7860;ES SENIA;-0.625;35.75;SWGDN;2001;7;8;6640.7085
7861;ES SENIA;-0.625;35.75;SWGDN;2001;7;9;8029.031
7862;ES SENIA;-0.625;35.75;SWGDN;2001;7;10;8368.812
7863;ES SENIA;-0.625;35.75;SWGDN;2001;7;11;8091.302
7864;ES SENIA;-0.625;35.75;SWGDN;2001;7;12;7275.248
7865;ES SENIA;-0.625;35.75;SWGDN;2001;7;13;7673.506
7866;ES SENIA;-0.625;35.75;SWGDN;2001;7;14;8295.428
7867;ES SENIA;-0.625;35.75;SWGDN;2001;7;15;7869.165
7868;ES SENIA;-0.625;35.75;SWGDN;2001;7;16;7833.93
7869;ES SENIA;-0.625;35.75;SWGDN;2001;7;17;8607.884
7870;ES SENIA;-0.625;35.75;SWGDN;2001;7;18;8508.937
7871;ES SENIA;-0.625;35.75;SWGDN;2001;7;19;8567.694
7872;ES SENIA;-0.625;35.75;SWGDN;2001;7;20;8388.731
7873;ES SENIA;-0.625;35.75;SWGDN;2001;7;21;6377.799
7874;ES SENIA;-0.625;35.75;SWGDN;2001;7;22;5652.808
7875;ES SENIA;-0.625;35.75;SWGDN;2001;7;23;7036.3545
7876;ES SENIA;-0.625;35.75;SWGDN;2001;7;24;7301.4766
7877;ES SENIA;-0.625;35.75;SWGDN;2001;7;25;8398.185
7878;ES SENIA;-0.625;35.75;SWGDN;2001;7;26;8379.495
7879;ES SENIA;-0.625;35.75;SWGDN;2001;7;27;7791.3306
7880;ES SENIA;-0.625;35.75;SWGDN;2001;7;28;7614.8345
7881;ES SENIA;-0.625;35.75;SWGDN;2001;7;29;5226.6445
7882;ES SENIA;-0.625;35.75;SWGDN;2001;7;30;4606.921
7883;ES SENIA;-0.625;35.75;SWGDN;2001;7;31;7551.086
7884;ES SENIA;-0.625;35.75;SWGDN;2001;8;1;6777.3164
7885;ES SENIA;-0.625;35.75;SWGDN;2001;8;2;5875.9336
7886;ES SENIA;-0.625;35.75;SWGDN;2001;8;3;7328.0625
7887;ES SENIA;-0.625;35.75;SWGDN;2001;8;4;7528.7383
7888;ES SENIA;-0.625;35.75;SWGDN;2001;8;5;7675.086
7889;ES SENIA;-0.625;35.75;SWGDN;2001;8;6;7831.992
7890;ES SENIA;-0.625;35.75;SWGDN;2001;8;7;7998.711
7891;ES SENIA;-0.625;35.75;SWGDN;2001;8;8;7783.7188
7892;ES SENIA;-0.625;35.75;SWGDN;2001;8;9;7589.5625
7893;ES SENIA;-0.625;35.75;SWGDN;2001;8;10;5939.84
7894;ES SENIA;-0.625;35.75;SWGDN;2001;8;11;6799.9336
7895;ES SENIA;-0.625;35.75;SWGDN;2001;8;12;6126.9043
7896;ES SENIA;-0.625;35.75;SWGDN;2001;8;13;6173.2246
7897;ES SENIA;-0.625;35.75;SWGDN;2001;8;14;7310.543
7898;ES SENIA;-0.625;35.75;SWGDN;2001;8;15;6640.9805
7899;ES SENIA;-0.625;35.75;SWGDN;2001;8;16;6882.2773
7900;ES SENIA;-0.625;35.75;SWGDN;2001;8;17;7479.211
7901;ES SENIA;-0.625;35.75;SWGDN;2001;8;18;7388.8613
7902;ES SENIA;-0.625;35.75;SWGDN;2001;8;19;7169.6914
7903;ES SENIA;-0.625;35.75;SWGDN;2001;8;20;7485.8086
7904;ES SENIA;-0.625;35.75;SWGDN;2001;8;21;7375.1074
7905;ES SENIA;-0.625;35.75;SWGDN;2001;8;22;7317.582
7906;ES SENIA;-0.625;35.75;SWGDN;2001;8;23;4411.4785
7907;ES SENIA;-0.625;35.75;SWGDN;2001;8;24;7160.6543
7908;ES SENIA;-0.625;35.75;SWGDN;2001;8;25;6306.875
7909;ES SENIA;-0.625;35.75;SWGDN;2001;8;26;6464.1865
7910;ES SENIA;-0.625;35.75;SWGDN;2001;8;27;5517.4297
7911;ES SENIA;-0.625;35.75;SWGDN;2001;8;28;6314.2666
7912;ES SENIA;-0.625;35.75;SWGDN;2001;8;29;5382.6367
7913;ES SENIA;-0.625;35.75;SWGDN;2001;8;30;7059.9033
7914;ES SENIA;-0.625;35.75;SWGDN;2001;8;31;6946.256
7915;ES SENIA;-0.625;35.75;SWGDN;2001;9;1;6882.09
7916;ES SENIA;-0.625;35.75;SWGDN;2001;9;2;6111.4033
7917;ES SENIA;-0.625;35.75;SWGDN;2001;9;3;6063.703
7918;ES SENIA;-0.625;35.75;SWGDN;2001;9;4;6263.408
7919;ES SENIA;-0.625;35.75;SWGDN;2001;9;5;6044.5146
7920;ES SENIA;-0.625;35.75;SWGDN;2001;9;6;6097.851
7921;ES SENIA;-0.625;35.75;SWGDN;2001;9;7;6760.067
7922;ES SENIA;-0.625;35.75;SWGDN;2001;9;8;6394.3755
7923;ES SENIA;-0.625;35.75;SWGDN;2001;9;9;6611.329
7924;ES SENIA;-0.625;35.75;SWGDN;2001;9;10;6686.865
7925;ES SENIA;-0.625;35.75;SWGDN;2001;9;11;4186.416
7926;ES SENIA;-0.625;35.75;SWGDN;2001;9;12;6538.5547
7927;ES SENIA;-0.625;35.75;SWGDN;2001;9;13;5847.9365
7928;ES SENIA;-0.625;35.75;SWGDN;2001;9;14;5867.002
7929;ES SENIA;-0.625;35.75;SWGDN;2001;9;15;5826.6685
7930;ES SENIA;-0.625;35.75;SWGDN;2001;9;16;6038.959
7931;ES SENIA;-0.625;35.75;SWGDN;2001;9;17;5990.213
7932;ES SENIA;-0.625;35.75;SWGDN;2001;9;18;5290.4
7933;ES SENIA;-0.625;35.75;SWGDN;2001;9;19;1604.991
7934;ES SENIA;-0.625;35.75;SWGDN;2001;9;20;5285.8477
7935;ES SENIA;-0.625;35.75;SWGDN;2001;9;21;5094.001
7936;ES SENIA;-0.625;35.75;SWGDN;2001;9;22;3154.3735
7937;ES SENIA;-0.625;35.75;SWGDN;2001;9;23;5940.809
