Id;Station;Lon;Lat;Type Data;Année;M;J;DATA
1874;ES SENIA;-0.625;35.75;SWGDN;1985;2;16;4198.2764
1875;ES SENIA;-0.625;35.75;SWGDN;1985;2;17;4151.6865
1876;ES SENIA;-0.625;35.75;SWGDN;1985;2;18;3544.7793
1877;ES SENIA;-0.625;35.75;SWGDN;1985;2;19;3752.6934
1878;ES SENIA;-0.625;35.75;SWGDN;1985;2;20;1752.6328
1879;ES SENIA;-0.625;35.75;SWGDN;1985;2;21;3877.0127
1880;ES SENIA;-0.625;35.75;SWGDN;1985;2;22;4119.716
1881;ES SENIA;-0.625;35.75;SWGDN;1985;2;23;3097.2163
1882;ES SENIA;-0.625;35.75;SWGDN;1985;2;24;2054.9932
1883;ES SENIA;-0.625;35.75;SWGDN;1985;2;25;2991.495
1884;ES SENIA;-0.625;35.75;SWGDN;1985;2;26;4631.08
1885;ES SENIA;-0.625;35.75;SWGDN;1985;2;27;4488.6816
1886;ES SENIA;-0.625;35.75;SWGDN;1985;2;28;5129.7227
1887;ES SENIA;-0.625;35.75;SWGDN;1985;3;1;4967.9727
1888;ES SENIA;-0.625;35.75;SWGDN;1985;3;2;5512.5156
1889;ES SENIA;-0.625;35.75;SWGDN;1985;3;3;5523.961
1890;ES SENIA;-0.625;35.75;SWGDN;1985;3;4;2629.914
1891;ES SENIA;-0.625;35.75;SWGDN;1985;3;5;3424.0469
1892;ES SENIA;-0.625;35.75;SWGDN;1985;3;6;4231.922
1893;ES SENIA;-0.625;35.75;SWGDN;1985;3;7;5048.9688
1894;ES SENIA;-0.625;35.75;SWGDN;1985;3;8;5099.3516
1895;ES SENIA;-0.625;35.75;SWGDN;1985;3;9;3390.6797
1896;ES SENIA;-0.625;35.75;SWGDN;1985;3;10;3857.6836
1897;ES SENIA;-0.625;35.75;SWGDN;1985;3;11;5688.5586
1898;ES SENIA;-0.625;35.75;SWGDN;1985;3;12;5571.742
1899;ES SENIA;-0.625;35.75;SWGDN;1985;3;13;3991.3242
1900;ES SENIA;-0.625;35.75;SWGDN;1985;3;14;5503.672
1901;ES SENIA;-0.625;35.75;SWGDN;1985;3;15;5521.0938
1902;ES SENIA;-0.625;35.75;SWGDN;1985;3;16;6075.1797
1903;ES SENIA;-0.625;35.75;SWGDN;1985;3;17;6057.039
1904;ES SENIA;-0.625;35.75;SWGDN;1985;3;18;6169.974
1905;ES SENIA;-0.625;35.75;SWGDN;1985;3;19;5042.957
1906;ES SENIA;-0.625;35.75;SWGDN;1985;3;20;5469.6133
1907;ES SENIA;-0.625;35.75;SWGDN;1985;3;21;5777.7183
1908;ES SENIA;-0.625;35.75;SWGDN;1985;3;22;6384.5874
1909;ES SENIA;-0.625;35.75;SWGDN;1985;3;23;3758.6265
1910;ES SENIA;-0.625;35.75;SWGDN;1985;3;24;3157.977
1911;ES SENIA;-0.625;35.75;SWGDN;1985;3;25;5759.804
1912;ES SENIA;-0.625;35.75;SWGDN;1985;3;26;6556.851
1913;ES SENIA;-0.625;35.75;SWGDN;1985;3;27;3004.153
1914;ES SENIA;-0.625;35.75;SWGDN;1985;3;28;2027.0615
1915;ES SENIA;-0.625;35.75;SWGDN;1985;3;29;6744.702
1916;ES SENIA;-0.625;35.75;SWGDN;1985;3;30;6905.497
1917;ES SENIA;-0.625;35.75;SWGDN;1985;3;31;6713.0947
1918;ES SENIA;-0.625;35.75;SWGDN;1985;4;1;6435.0684
1919;ES SENIA;-0.625;35.75;SWGDN;1985;4;2;6648.5713
1920;ES SENIA;-0.625;35.75;SWGDN;1985;4;3;6710.5713
1921;ES SENIA;-0.625;35.75;SWGDN;1985;4;4;6636.2666
1922;ES SENIA;-0.625;35.75;SWGDN;1985;4;5;5275.256
1923;ES SENIA;-0.625;35.75;SWGDN;1985;4;6;5611.9707
1924;ES SENIA;-0.625;35.75;SWGDN;1985;4;7;6800.303
1925;ES SENIA;-0.625;35.75;SWGDN;1985;4;8;6994.959
1926;ES SENIA;-0.625;35.75;SWGDN;1985;4;9;4117.2773
1927;ES SENIA;-0.625;35.75;SWGDN;1985;4;10;7284.5
1928;ES SENIA;-0.625;35.75;SWGDN;1985;4;11;7410.413
1929;ES SENIA;-0.625;35.75;SWGDN;1985;4;12;7369.71
1930;ES SENIA;-0.625;35.75;SWGDN;1985;4;13;5785.1133
1931;ES SENIA;-0.625;35.75;SWGDN;1985;4;14;7074.0254
1932;ES SENIA;-0.625;35.75;SWGDN;1985;4;15;7605.4375
1933;ES SENIA;-0.625;35.75;SWGDN;1985;4;16;7638.6777
1934;ES SENIA;-0.625;35.75;SWGDN;1985;4;17;7727.088
1935;ES SENIA;-0.625;35.75;SWGDN;1985;4;18;7578.26
1936;ES SENIA;-0.625;35.75;SWGDN;1985;4;19;7371.367
1937;ES SENIA;-0.625;35.75;SWGDN;1985;4;20;7275.121
1938;ES SENIA;-0.625;35.75;SWGDN;1985;4;21;6599.9863
1939;ES SENIA;-0.625;35.75;SWGDN;1985;4;22;6841.957
1940;ES SENIA;-0.625;35.75;SWGDN;1985;4;23;6478.586
1941;ES SENIA;-0.625;35.75;SWGDN;1985;4;24;4372.6777
1942;ES SENIA;-0.625;35.75;SWGDN;1985;4;25;6982.3887
1943;ES SENIA;-0.625;35.75;SWGDN;1985;4;26;6445.4375
1944;ES SENIA;-0.625;35.75;SWGDN;1985;4;27;7233.426
1945;ES SENIA;-0.625;35.75;SWGDN;1985;4;28;4462.7227
1946;ES SENIA;-0.625;35.75;SWGDN;1985;4;29;7698.4453
1947;ES SENIA;-0.625;35.75;SWGDN;1985;4;30;7895.922
1948;ES SENIA;-0.625;35.75;SWGDN;1985;5;1;5384.51
1949;ES SENIA;-0.625;35.75;SWGDN;1985;5;2;3650.8555
1950;ES SENIA;-0.625;35.75;SWGDN;1985;5;3;7049.7656
1951;ES SENIA;-0.625;35.75;SWGDN;1985;5;4;7774.8203
1952;ES SENIA;-0.625;35.75;SWGDN;1985;5;5;7974.625
1953;ES SENIA;-0.625;35.75;SWGDN;1985;5;6;7178.91
1954;ES SENIA;-0.625;35.75;SWGDN;1985;5;7;7465.379
1955;ES SENIA;-0.625;35.75;SWGDN;1985;5;8;7200.664
1956;ES SENIA;-0.625;35.75;SWGDN;1985;5;9;8330.031
1957;ES SENIA;-0.625;35.75;SWGDN;1985;5;10;8261.68
1958;ES SENIA;-0.625;35.75;SWGDN;1985;5;11;5806.758
1959;ES SENIA;-0.625;35.75;SWGDN;1985;5;12;3932.041
1960;ES SENIA;-0.625;35.75;SWGDN;1985;5;13;8235.516
1961;ES SENIA;-0.625;35.75;SWGDN;1985;5;14;5978.5796
1962;ES SENIA;-0.625;35.75;SWGDN;1985;5;15;8236.6045
1963;ES SENIA;-0.625;35.75;SWGDN;1985;5;16;6496.799
1964;ES SENIA;-0.625;35.75;SWGDN;1985;5;17;6463.792
1965;ES SENIA;-0.625;35.75;SWGDN;1985;5;18;6074.2554
1966;ES SENIA;-0.625;35.75;SWGDN;1985;5;19;4360.794
1967;ES SENIA;-0.625;35.75;SWGDN;1985;5;20;7668.32
1968;ES SENIA;-0.625;35.75;SWGDN;1985;5;21;7756.5938
1969;ES SENIA;-0.625;35.75;SWGDN;1985;5;22;7643.074
1970;ES SENIA;-0.625;35.75;SWGDN;1985;5;23;6450.2046
1971;ES SENIA;-0.625;35.75;SWGDN;1985;5;24;8352.184
1972;ES SENIA;-0.625;35.75;SWGDN;1985;5;25;8407.738
1973;ES SENIA;-0.625;35.75;SWGDN;1985;5;26;7900.5947
1974;ES SENIA;-0.625;35.75;SWGDN;1985;5;27;6953.3
1975;ES SENIA;-0.625;35.75;SWGDN;1985;5;28;4749.373
1976;ES SENIA;-0.625;35.75;SWGDN;1985;5;29;5668.493
1977;ES SENIA;-0.625;35.75;SWGDN;1985;5;30;7618.5986
1978;ES SENIA;-0.625;35.75;SWGDN;1985;5;31;6784.8086
1979;ES SENIA;-0.625;35.75;SWGDN;1985;6;1;7606.158
1980;ES SENIA;-0.625;35.75;SWGDN;1985;6;2;8083.5986
1981;ES SENIA;-0.625;35.75;SWGDN;1985;6;3;8300.434
1982;ES SENIA;-0.625;35.75;SWGDN;1985;6;4;8325.809
1983;ES SENIA;-0.625;35.75;SWGDN;1985;6;5;8120.557
1984;ES SENIA;-0.625;35.75;SWGDN;1985;6;6;7566.867
1985;ES SENIA;-0.625;35.75;SWGDN;1985;6;7;8427.843
1986;ES SENIA;-0.625;35.75;SWGDN;1985;6;8;6820.8105
1987;ES SENIA;-0.625;35.75;SWGDN;1985;6;9;7831.6445
1988;ES SENIA;-0.625;35.75;SWGDN;1985;6;10;6218.8926
1989;ES SENIA;-0.625;35.75;SWGDN;1985;6;11;7715.834
1990;ES SENIA;-0.625;35.75;SWGDN;1985;6;12;8062.656
1991;ES SENIA;-0.625;35.75;SWGDN;1985;6;13;7068.919
1992;ES SENIA;-0.625;35.75;SWGDN;1985;6;14;8370.045
1993;ES SENIA;-0.625;35.75;SWGDN;1985;6;15;8608.957
1994;ES SENIA;-0.625;35.75;SWGDN;1985;6;16;8549.177
1995;ES SENIA;-0.625;35.75;SWGDN;1985;6;17;6130.046
1996;ES SENIA;-0.625;35.75;SWGDN;1985;6;18;7227.9697
1997;ES SENIA;-0.625;35.75;SWGDN;1985;6;19;8384.426
1998;ES SENIA;-0.625;35.75;SWGDN;1985;6;20;8494.038
1999;ES SENIA;-0.625;35.75;SWGDN;1985;6;21;8189.6953
2000;ES SENIA;-0.625;35.75;SWGDN;1985;6;22;8614.276
2001;ES SENIA;-0.625;35.75;SWGDN;1985;6;23;8566.898
2002;ES SENIA;-0.625;35.75;SWGDN;1985;6;24;8152.79
2003;ES SENIA;-0.625;35.75;SWGDN;1985;6;25;8305.666
2004;ES SENIA;-0.625;35.75;SWGDN;1985;6;26;8515.99
2005;ES SENIA;-0.625;35.75;SWGDN;1985;6;27;8577.043
2006;ES SENIA;-0.625;35.75;SWGDN;1985;6;28;8075.1455
2007;ES SENIA;-0.625;35.75;SWGDN;1985;6;29;7859.446
2008;ES SENIA;-0.625;35.75;SWGDN;1985;6;30;7517.54
2009;ES SENIA;-0.625;35.75;SWGDN;1985;7;1;7809.711
2010;ES SENIA;-0.625;35.75;SWGDN;1985;7;2;8021.957
2011;ES SENIA;-0.625;35.75;SWGDN;1985;7;3;8406.406
2012;ES SENIA;-0.625;35.75;SWGDN;1985;7;4;8511.822
2013;ES SENIA;-0.625;35.75;SWGDN;1985;7;5;7610.205
2014;ES SENIA;-0.625;35.75;SWGDN;1985;7;6;7201.0874
2015;ES SENIA;-0.625;35.75;SWGDN;1985;7;7;7383.6406
2016;ES SENIA;-0.625;35.75;SWGDN;1985;7;8;7982.669
2017;ES SENIA;-0.625;35.75;SWGDN;1985;7;9;7698.504
2018;ES SENIA;-0.625;35.75;SWGDN;1985;7;10;8548.476
2019;ES SENIA;-0.625;35.75;SWGDN;1985;7;11;7952.6626
2020;ES SENIA;-0.625;35.75;SWGDN;1985;7;12;7624.819
2021;ES SENIA;-0.625;35.75;SWGDN;1985;7;13;7645.3804
2022;ES SENIA;-0.625;35.75;SWGDN;1985;7;14;7220.088
2023;ES SENIA;-0.625;35.75;SWGDN;1985;7;15;7451.014
2024;ES SENIA;-0.625;35.75;SWGDN;1985;7;16;7704.626
2025;ES SENIA;-0.625;35.75;SWGDN;1985;7;17;8004.0547
2026;ES SENIA;-0.625;35.75;SWGDN;1985;7;18;6959.04
2027;ES SENIA;-0.625;35.75;SWGDN;1985;7;19;7891.5684
2028;ES SENIA;-0.625;35.75;SWGDN;1985;7;20;8379.883
2029;ES SENIA;-0.625;35.75;SWGDN;1985;7;21;8118.55
2030;ES SENIA;-0.625;35.75;SWGDN;1985;7;22;7984.927
2031;ES SENIA;-0.625;35.75;SWGDN;1985;7;23;8153.046
2032;ES SENIA;-0.625;35.75;SWGDN;1985;7;24;8431.088
2033;ES SENIA;-0.625;35.75;SWGDN;1985;7;25;8056.049
2034;ES SENIA;-0.625;35.75;SWGDN;1985;7;26;7852.0776
2035;ES SENIA;-0.625;35.75;SWGDN;1985;7;27;7929.3867
2036;ES SENIA;-0.625;35.75;SWGDN;1985;7;28;7868.2627
2037;ES SENIA;-0.625;35.75;SWGDN;1985;7;29;8044.6343
2038;ES SENIA;-0.625;35.75;SWGDN;1985;7;30;7812.875
2039;ES SENIA;-0.625;35.75;SWGDN;1985;7;31;7707.1562
2040;ES SENIA;-0.625;35.75;SWGDN;1985;8;1;7634.672
2041;ES SENIA;-0.625;35.75;SWGDN;1985;8;2;7477.3203
2042;ES SENIA;-0.625;35.75;SWGDN;1985;8;3;7135.127
2043;ES SENIA;-0.625;35.75;SWGDN;1985;8;4;7531.59
2044;ES SENIA;-0.625;35.75;SWGDN;1985;8;5;7569.8125
2045;ES SENIA;-0.625;35.75;SWGDN;1985;8;6;7992.6875
2046;ES SENIA;-0.625;35.75;SWGDN;1985;8;7;8086.375
2047;ES SENIA;-0.625;35.75;SWGDN;1985;8;8;7514.301
2048;ES SENIA;-0.625;35.75;SWGDN;1985;8;9;7795.574
2049;ES SENIA;-0.625;35.75;SWGDN;1985;8;10;7954.3438
2050;ES SENIA;-0.625;35.75;SWGDN;1985;8;11;7773.086
2051;ES SENIA;-0.625;35.75;SWGDN;1985;8;12;7496.082
2052;ES SENIA;-0.625;35.75;SWGDN;1985;8;13;7364.586
2053;ES SENIA;-0.625;35.75;SWGDN;1985;8;14;6624.377
2054;ES SENIA;-0.625;35.75;SWGDN;1985;8;15;7097.59
2055;ES SENIA;-0.625;35.75;SWGDN;1985;8;16;7167.246
2056;ES SENIA;-0.625;35.75;SWGDN;1985;8;17;7259.2344
2057;ES SENIA;-0.625;35.75;SWGDN;1985;8;18;7407.332
2058;ES SENIA;-0.625;35.75;SWGDN;1985;8;19;7251.0605
2059;ES SENIA;-0.625;35.75;SWGDN;1985;8;20;7513.301
2060;ES SENIA;-0.625;35.75;SWGDN;1985;8;21;7475.9883
2061;ES SENIA;-0.625;35.75;SWGDN;1985;8;22;7474.9062
2062;ES SENIA;-0.625;35.75;SWGDN;1985;8;23;7355.6094
2063;ES SENIA;-0.625;35.75;SWGDN;1985;8;24;6896.914
2064;ES SENIA;-0.625;35.75;SWGDN;1985;8;25;7136.707
2065;ES SENIA;-0.625;35.75;SWGDN;1985;8;26;7296.342
2066;ES SENIA;-0.625;35.75;SWGDN;1985;8;27;7148.3027
2067;ES SENIA;-0.625;35.75;SWGDN;1985;8;28;7191.5312
2068;ES SENIA;-0.625;35.75;SWGDN;1985;8;29;7343.125
2069;ES SENIA;-0.625;35.75;SWGDN;1985;8;30;7289.9453
2070;ES SENIA;-0.625;35.75;SWGDN;1985;8;31;6708.869
2071;ES SENIA;-0.625;35.75;SWGDN;1985;9;1;7194.244
2072;ES SENIA;-0.625;35.75;SWGDN;1985;9;2;7084.8643
2073;ES SENIA;-0.625;35.75;SWGDN;1985;9;3;7118.659
2074;ES SENIA;-0.625;35.75;SWGDN;1985;9;4;7091.367
2075;ES SENIA;-0.625;35.75;SWGDN;1985;9;5;6941.0767
2076;ES SENIA;-0.625;35.75;SWGDN;1985;9;6;6883.964
2077;ES SENIA;-0.625;35.75;SWGDN;1985;9;7;6930.4
2078;ES SENIA;-0.625;35.75;SWGDN;1985;9;8;6265.0903
2079;ES SENIA;-0.625;35.75;SWGDN;1985;9;9;6534.763
2080;ES SENIA;-0.625;35.75;SWGDN;1985;9;10;6401.7676
2081;ES SENIA;-0.625;35.75;SWGDN;1985;9;11;6068.801
2082;ES SENIA;-0.625;35.75;SWGDN;1985;9;12;5867.362
2083;ES SENIA;-0.625;35.75;SWGDN;1985;9;13;3790.1316
2084;ES SENIA;-0.625;35.75;SWGDN;1985;9;14;3232.0852
2085;ES SENIA;-0.625;35.75;SWGDN;1985;9;15;6417.575
2086;ES SENIA;-0.625;35.75;SWGDN;1985;9;16;6043.9004
2087;ES SENIA;-0.625;35.75;SWGDN;1985;9;17;6509.7856
2088;ES SENIA;-0.625;35.75;SWGDN;1985;9;18;6287.5283
2089;ES SENIA;-0.625;35.75;SWGDN;1985;9;19;5558.55
2090;ES SENIA;-0.625;35.75;SWGDN;1985;9;20;5278.1753
2091;ES SENIA;-0.625;35.75;SWGDN;1985;9;21;3866.4917
2092;ES SENIA;-0.625;35.75;SWGDN;1985;9;22;5884.1924
2093;ES SENIA;-0.625;35.75;SWGDN;1985;9;23;5838.1167
2094;ES SENIA;-0.625;35.75;SWGDN;1985;9;24;5866.283
2095;ES SENIA;-0.625;35.75;SWGDN;1985;9;25;5652.6143
2096;ES SENIA;-0.625;35.75;SWGDN;1985;9;26;5165.586
2097;ES SENIA;-0.625;35.75;SWGDN;1985;9;27;5442.0312
2098;ES SENIA;-0.625;35.75;SWGDN;1985;9;28;4624.1953
2099;ES SENIA;-0.625;35.75;SWGDN;1985;9;29;5395.375
2100;ES SENIA;-0.625;35.75;SWGDN;1985;9;30;5612.953
2101;ES SENIA;-0.625;35.75;SWGDN;1985;10;1;4856.711
2102;ES SENIA;-0.625;35.75;SWGDN;1985;10;2;5440.1094
2103;ES SENIA;-0.625;35.75;SWGDN;1985;10;3;5306.7188
2104;ES SENIA;-0.625;35.75;SWGDN;1985;10;4;5303.1953
2105;ES SENIA;-0.625;35.75;SWGDN;1985;10;5;4279.664
2106;ES SENIA;-0.625;35.75;SWGDN;1985;10;6;5301.375
2107;ES SENIA;-0.625;35.75;SWGDN;1985;10;7;5305.047
2108;ES SENIA;-0.625;35.75;SWGDN;1985;10;8;5337.8516
2109;ES SENIA;-0.625;35.75;SWGDN;1985;10;9;4768.215
2110;ES SENIA;-0.625;35.75;SWGDN;1985;10;10;5227.4062
2111;ES SENIA;-0.625;35.75;SWGDN;1985;10;11;4929.75
2112;ES SENIA;-0.625;35.75;SWGDN;1985;10;12;4747.242
2113;ES SENIA;-0.625;35.75;SWGDN;1985;10;13;4954.5625
2114;ES SENIA;-0.625;35.75;SWGDN;1985;10;14;4904.926
2115;ES SENIA;-0.625;35.75;SWGDN;1985;10;15;4589.4375
2116;ES SENIA;-0.625;35.75;SWGDN;1985;10;16;4905.795
2117;ES SENIA;-0.625;35.75;SWGDN;1985;10;17;4676.6836
2118;ES SENIA;-0.625;35.75;SWGDN;1985;10;18;3657.3906
2119;ES SENIA;-0.625;35.75;SWGDN;1985;10;19;4017.9727
2120;ES SENIA;-0.625;35.75;SWGDN;1985;10;20;4621.463
2121;ES SENIA;-0.625;35.75;SWGDN;1985;10;21;4698.537
2122;ES SENIA;-0.625;35.75;SWGDN;1985;10;22;3710.5176
2123;ES SENIA;-0.625;35.75;SWGDN;1985;10;23;1803.3667
2124;ES SENIA;-0.625;35.75;SWGDN;1985;10;24;3873.503
2125;ES SENIA;-0.625;35.75;SWGDN;1985;10;25;4258.1484
2126;ES SENIA;-0.625;35.75;SWGDN;1985;10;26;3003.8398
2127;ES SENIA;-0.625;35.75;SWGDN;1985;10;27;4147.6396
2128;ES SENIA;-0.625;35.75;SWGDN;1985;10;28;3857.6885
2129;ES SENIA;-0.625;35.75;SWGDN;1985;10;29;3163.9585
2130;ES SENIA;-0.625;35.75;SWGDN;1985;10;30;3880.3555
2131;ES SENIA;-0.625;35.75;SWGDN;1985;10;31;3898.34
2132;ES SENIA;-0.625;35.75;SWGDN;1985;11;1;3435.5781
2133;ES SENIA;-0.625;35.75;SWGDN;1985;11;2;3850.6375
2134;ES SENIA;-0.625;35.75;SWGDN;1985;11;3;4065.1785
2135;ES SENIA;-0.625;35.75;SWGDN;1985;11;4;1738.2554
2136;ES SENIA;-0.625;35.75;SWGDN;1985;11;5;4045.8882
2137;ES SENIA;-0.625;35.75;SWGDN;1985;11;6;2972.5205
2138;ES SENIA;-0.625;35.75;SWGDN;1985;11;7;3954.3
2139;ES SENIA;-0.625;35.75;SWGDN;1985;11;8;4015.0234
2140;ES SENIA;-0.625;35.75;SWGDN;1985;11;9;4064.0361
2141;ES SENIA;-0.625;35.75;SWGDN;1985;11;10;3799.469
2142;ES SENIA;-0.625;35.75;SWGDN;1985;11;11;3440.4204
2143;ES SENIA;-0.625;35.75;SWGDN;1985;11;12;2763.7192
2144;ES SENIA;-0.625;35.75;SWGDN;1985;11;13;2296.7036
2145;ES SENIA;-0.625;35.75;SWGDN;1985;11;14;3002.168
2146;ES SENIA;-0.625;35.75;SWGDN;1985;11;15;2758.0427
2147;ES SENIA;-0.625;35.75;SWGDN;1985;11;16;3611.6848
2148;ES SENIA;-0.625;35.75;SWGDN;1985;11;17;2070.4426
2149;ES SENIA;-0.625;35.75;SWGDN;1985;11;18;1411.8376
2150;ES SENIA;-0.625;35.75;SWGDN;1985;11;19;2058.89
2151;ES SENIA;-0.625;35.75;SWGDN;1985;11;20;2368.3809
2152;ES SENIA;-0.625;35.75;SWGDN;1985;11;21;2099.328
2153;ES SENIA;-0.625;35.75;SWGDN;1985;11;22;3237.944
2154;ES SENIA;-0.625;35.75;SWGDN;1985;11;23;3465.1223
2155;ES SENIA;-0.625;35.75;SWGDN;1985;11;24;2058.1392
2156;ES SENIA;-0.625;35.75;SWGDN;1985;11;25;2802.3127
2157;ES SENIA;-0.625;35.75;SWGDN;1985;11;26;2690.2896
2158;ES SENIA;-0.625;35.75;SWGDN;1985;11;27;2390.4219
2159;ES SENIA;-0.625;35.75;SWGDN;1985;11;28;3167.6953
2160;ES SENIA;-0.625;35.75;SWGDN;1985;11;29;2054.5469
2161;ES SENIA;-0.625;35.75;SWGDN;1985;11;30;2469.338
2162;ES SENIA;-0.625;35.75;SWGDN;1985;12;1;3172.8516
2163;ES SENIA;-0.625;35.75;SWGDN;1985;12;2;3197.7266
2164;ES SENIA;-0.625;35.75;SWGDN;1985;12;3;2725.0195
2165;ES SENIA;-0.625;35.75;SWGDN;1985;12;4;3227.3516
2166;ES SENIA;-0.625;35.75;SWGDN;1985;12;5;3098.332
2167;ES SENIA;-0.625;35.75;SWGDN;1985;12;6;2623.7734
2168;ES SENIA;-0.625;35.75;SWGDN;1985;12;7;3266.6719
2169;ES SENIA;-0.625;35.75;SWGDN;1985;12;8;1459.1973
2170;ES SENIA;-0.625;35.75;SWGDN;1985;12;9;1517.0117
2171;ES SENIA;-0.625;35.75;SWGDN;1985;12;10;2027.1406
2172;ES SENIA;-0.625;35.75;SWGDN;1985;12;11;2072.0273
2173;ES SENIA;-0.625;35.75;SWGDN;1985;12;12;2619.875
2174;ES SENIA;-0.625;35.75;SWGDN;1985;12;13;3123.0703
2175;ES SENIA;-0.625;35.75;SWGDN;1985;12;14;2751.1875
2176;ES SENIA;-0.625;35.75;SWGDN;1985;12;15;2702.1328
2177;ES SENIA;-0.625;35.75;SWGDN;1985;12;16;3152.4727
2178;ES SENIA;-0.625;35.75;SWGDN;1985;12;17;3192.9297
2179;ES SENIA;-0.625;35.75;SWGDN;1985;12;18;2309.705
2180;ES SENIA;-0.625;35.75;SWGDN;1985;12;19;2990.879
2181;ES SENIA;-0.625;35.75;SWGDN;1985;12;20;2603.7227
2182;ES SENIA;-0.625;35.75;SWGDN;1985;12;21;3023.6797
2183;ES SENIA;-0.625;35.75;SWGDN;1985;12;22;2374.625
2184;ES SENIA;-0.625;35.75;SWGDN;1985;12;23;2064.0645
2185;ES SENIA;-0.625;35.75;SWGDN;1985;12;24;2147.457
2186;ES SENIA;-0.625;35.75;SWGDN;1985;12;25;2083.5938
2187;ES SENIA;-0.625;35.75;SWGDN;1985;12;26;1223.4756
2188;ES SENIA;-0.625;35.75;SWGDN;1985;12;27;2163.0195
2189;ES SENIA;-0.625;35.75;SWGDN;1985;12;28;2840.0742
2190;ES SENIA;-0.625;35.75;SWGDN;1985;12;29;661.0303
2191;ES SENIA;-0.625;35.75;SWGDN;1985;12;30;1611.8848
2192;ES SENIA;-0.625;35.75;SWGDN;1985;12;31;2389.0918
2193;ES SENIA;-0.625;35.75;SWGDN;1986;1;1;2946.0195
2194;ES SENIA;-0.625;35.75;SWGDN;1986;1;2;1664.6719
2195;ES SENIA;-0.625;35.75;SWGDN;1986;1;3;1263.7969
2196;ES SENIA;-0.625;35.75;SWGDN;1986;1;4;2541.5
2197;ES SENIA;-0.625;35.75;SWGDN;1986;1;5;2403.8066
2198;ES SENIA;-0.625;35.75;SWGDN;1986;1;6;2770.2227
2199;ES SENIA;-0.625;35.75;SWGDN;1986;1;7;2571.461
2200;ES SENIA;-0.625;35.75;SWGDN;1986;1;8;2668.832
2201;ES SENIA;-0.625;35.75;SWGDN;1986;1;9;2746.5742
2202;ES SENIA;-0.625;35.75;SWGDN;1986;1;10;3342.125
2203;ES SENIA;-0.625;35.75;SWGDN;1986;1;11;3414.5703
2204;ES SENIA;-0.625;35.75;SWGDN;1986;1;12;3043.8516
2205;ES SENIA;-0.625;35.75;SWGDN;1986;1;13;3295.3828
2206;ES SENIA;-0.625;35.75;SWGDN;1986;1;14;3459.5156
2207;ES SENIA;-0.625;35.75;SWGDN;1986;1;15;3510.2034
2208;ES SENIA;-0.625;35.75;SWGDN;1986;1;16;2562.6836
2209;ES SENIA;-0.625;35.75;SWGDN;1986;1;17;3048.7043
2210;ES SENIA;-0.625;35.75;SWGDN;1986;1;18;3617.5212
2211;ES SENIA;-0.625;35.75;SWGDN;1986;1;19;3685.888
2212;ES SENIA;-0.625;35.75;SWGDN;1986;1;20;3608.1514
2213;ES SENIA;-0.625;35.75;SWGDN;1986;1;21;2290.3108
2214;ES SENIA;-0.625;35.75;SWGDN;1986;1;22;3144.3914
2215;ES SENIA;-0.625;35.75;SWGDN;1986;1;23;3591.2578
2216;ES SENIA;-0.625;35.75;SWGDN;1986;1;24;3502.5488
2217;ES SENIA;-0.625;35.75;SWGDN;1986;1;25;3009.0164
2218;ES SENIA;-0.625;35.75;SWGDN;1986;1;26;2630.7468
2219;ES SENIA;-0.625;35.75;SWGDN;1986;1;27;3900.129
2220;ES SENIA;-0.625;35.75;SWGDN;1986;1;28;1263.493
2221;ES SENIA;-0.625;35.75;SWGDN;1986;1;29;3009.7217
2222;ES SENIA;-0.625;35.75;SWGDN;1986;1;30;1909.4482
2223;ES SENIA;-0.625;35.75;SWGDN;1986;1;31;3855.7686
2224;ES SENIA;-0.625;35.75;SWGDN;1986;2;1;3085.224
2225;ES SENIA;-0.625;35.75;SWGDN;1986;2;2;2616.1018
2226;ES SENIA;-0.625;35.75;SWGDN;1986;2;3;1451.3215
2227;ES SENIA;-0.625;35.75;SWGDN;1986;2;4;3032.0298
2228;ES SENIA;-0.625;35.75;SWGDN;1986;2;5;3628.9932
2229;ES SENIA;-0.625;35.75;SWGDN;1986;2;6;3443.6902
2230;ES SENIA;-0.625;35.75;SWGDN;1986;2;7;3432.168
2231;ES SENIA;-0.625;35.75;SWGDN;1986;2;8;1156.0042
2232;ES SENIA;-0.625;35.75;SWGDN;1986;2;9;4061.6226
2233;ES SENIA;-0.625;35.75;SWGDN;1986;2;10;3962.5876
2234;ES SENIA;-0.625;35.75;SWGDN;1986;2;11;4139.6226
2235;ES SENIA;-0.625;35.75;SWGDN;1986;2;12;4251.9966
2236;ES SENIA;-0.625;35.75;SWGDN;1986;2;13;3726.7998
2237;ES SENIA;-0.625;35.75;SWGDN;1986;2;14;2167.7954
2238;ES SENIA;-0.625;35.75;SWGDN;1986;2;15;3573.0947
2239;ES SENIA;-0.625;35.75;SWGDN;1986;2;16;3496.996
2240;ES SENIA;-0.625;35.75;SWGDN;1986;2;17;3002.8418
2241;ES SENIA;-0.625;35.75;SWGDN;1986;2;18;4400.04
2242;ES SENIA;-0.625;35.75;SWGDN;1986;2;19;4345.704
2243;ES SENIA;-0.625;35.75;SWGDN;1986;2;20;2631.6816
2244;ES SENIA;-0.625;35.75;SWGDN;1986;2;21;2260.2383
2245;ES SENIA;-0.625;35.75;SWGDN;1986;2;22;4506.2207
